url	unique	type
http://www.hikingupward.com/GWNF/SlabcampRunLocustSpring/	0.647455582495339	Loop
http://www.hikingupward.com/GWNF/TroutPond/	0.897345499410921	Loop
http://www.hikingupward.com/JNF/KellyKnob/	0.975500359690713	Loop
http://www.hikingupward.com/SNP/SamsRidgeCatlettSpur/	0.421766434166679	Out & Back
http://www.hikingupward.com/SNP/RiprapHollow/	0.976405563407215	Loop
http://www.hikingupward.com/SNP/RockyMount/	0.567068282641362	Loop
http://www.hikingupward.com/JNF/HoopHole/	0.968494705932675	Loop
http://www.hikingupward.com/GWNF/WhiteRocks/	0.65150469987889	Loop
http://www.hikingupward.com/OVH/HighBridge/	0.140796166427814	Out & Back
http://www.hikingupward.com/GWNF/SignalKnob/	0.975033892721508	Loop
http://www.hikingupward.com/GWNF/LittlePassageCreek/	0.39047428603351	Out & Back
http://www.hikingupward.com/JNF/TerrapinMountain/	0.909152421888586	Loop
http://www.hikingupward.com/GWNF/StMarysWilderness/	1	Loop
http://www.hikingupward.com/MNF/ForksRedCreek/	0.563085774799387	Loop
http://www.hikingupward.com/SNP/StonyMountain/	0.692523760086835	Loop
http://www.hikingupward.com/SNP/SouthRiverFalls/	0.831608774530249	Loop
http://www.hikingupward.com/SNP/TurkMountain/	0.780483725640907	Loop
http://www.hikingupward.com/SNP/CatlettMountain/	0.6441986492033	Loop
http://www.hikingupward.com/GWNF/RoaringRun/	0.744129371577547	Loop
http://www.hikingupward.com/SNP/ThorntonRiver/	0.99197812326425	Loop
http://www.hikingupward.com/GWNF/HalfmoonMountain/	0.89904030300414	Loop
http://www.hikingupward.com/OVH/RockCastleGorge/	0.997431967998105	Loop
http://www.hikingupward.com/MNF/DollySodsNorth/	0.571273148045721	Loop
http://www.hikingupward.com/SNP/CorbinMountain/	0.893833714370395	Loop
http://www.hikingupward.com/GWNF/SandSpringMountain/	0.985195784928616	Loop
http://www.hikingupward.com/NCSP/BasinCreek/	0.0108340455893336	Out & Back
http://www.hikingupward.com/PNF/PinchInRockJockLinvilleGorge/	0.997504408502959	Loop
http://www.hikingupward.com/PNF/LanePinnacle/	0.00623223792313254	Out & Back
http://www.hikingupward.com/NCSP/HangingRock/	0.668142240872889	Loop
http://www.hikingupward.com/OWVH/CrannyCrowBigRidge/	0.470827876010406	Loop
http://www.hikingupward.com/GWNF/SugarKnob/	0.99327266836397	Loop
http://www.hikingupward.com/NCSP/BlackrockMountainThePinnacle/	0.00488053354334497	Out & Back
http://www.hikingupward.com/NCSP/GrandfatherMountainProfileTrail/	0.0280115426096158	Out & Back
http://www.hikingupward.com/GWNF/GerhardShelter/	0.975170812511892	Loop
